"section_code","section_name","division_code","division_name","group_code","group_name","category_code","category_name","activity_code","activity_name","description"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0113","زراعة الخضار والبطيخيات والجذور والدرنات","011307","زراعة خضار متنوعة مكشوفة",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0113","زراعة الخضار والبطيخيات والجذور والدرنات","011308","الزراعة المائية لإنتاج الخضار",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0113","زراعة الخضار والبطيخيات والجذور والدرنات","011311","زراعة الفطر",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0114","زراعة قصب السكر","011400","زراعة قصب السكر",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0116","زراعة محاصيل الألياف ، يشمل ( القطن ، الجوت والتيل ، الكتان...الخ )","011600","زراعة محاصيل الألياف ، يشمل ( القطن ، الجوت والتيل ، الكتان...الخ )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0119","زراعة المحاصيل الأخرى غير الدائمة","011901","زراعة الأعلاف كالبرسيم وغيره من أعلاف الحيوانات",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0119","زراعة المحاصيل الأخرى غير الدائمة","011902","زراعة النباتات العطرية والزهور ( الأزهار وبراعم الازهار )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","011","زراعة المحاصيل غير الدائمة","0119","زراعة المحاصيل الأخرى غير الدائمة","011903","الزراعة المائية لإنتاج الورد",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0121","زراعة الأعناب","012100","زراعة الأعناب",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0122","زراعة الفواكه المدارية وشبه المدارية","012201","زراعة النخيل وإنتاج التمور",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0122","زراعة الفواكه المدارية وشبه المدارية","012202","زراعة التين",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0122","زراعة الفواكه المدارية وشبه المدارية","012203","زراعة المانجو",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0123","زراعة الحمضيات ( الموالح )","012300","زراعة الحمضيات ( الموالح )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0124","زراعة الثمار التفاحية والثمار ذات النواة ، يشمل ( التفاح ، المشمش ، الكرز ، الخوخ ، الكمثرى ، البرقوق...الخ )","012400","زراعة الثمار التفاحية والثمار ذات النواة ، يشمل ( التفاح ، المشمش ، الكرز ، الخوخ ، الكمثرى ، البرقوق...الخ )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0126","زراعة الثمار الزيتية","012601","زراعة الزيتون",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0127","زراعة محاصيل المشروبات ، يشمل ( القهوة ، الشاي ، المتة ، الكاكاو ... الخ )","012700","زراعة محاصيل المشروبات ، يشمل ( القهوة ، الشاي ، المتة ، الكاكاو ... الخ )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","012","زراعة المحاصيل الدائمة","0128","زراعة التوابل والمحاصيل العطرية ومحاصيل العقاقير والمحاصيل الصيدلانية","012800","زراعة التوابل والمحاصيل العطرية ومحاصيل العقاقير والمحاصيل الصيدلانية",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","013","إكثار النباتات","0130","إكثار النباتات","013001","زراعة نباتات الزينة والشتلات (المشاتل)",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","013","إكثار النباتات","0130","إكثار النباتات","013002","زراعة النباتات الحية لأغراض الغرس والتزيين ( نباتات الزينة )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","013","إكثار النباتات","0130","إكثار النباتات","013003","زراعة أنسجة وإكثار النباتات بما فيها النخيل","إنتاج الفسائل والشتلات باستخدام زراعة الأنسجة"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0141","تربية الماشية والجاموس","014101","تربية الأبقار","تربية الابقار لإنتاج اللحوم والحليب"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0141","تربية الماشية والجاموس","014102","تسمين العجول","تسمين العجول لإنتاج اللحوم"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0143","تربية الجمال والحيوانات الجملية","014300","تربية الجمال والحيوانات الجملية",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0144","تربية الضأن والماعز","014401","تربية الضأن","تربية الضأن لإنتاج اللحم والألبان"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0144","تربية الضأن والماعز","014402","تربية الماعز","تربية الماعز لإنتاج اللحم والألبان"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0146","تربية الدواجن","014611","تربية وإنتاج أمهات الدجاج اللاحم وتشغيل مفارخها","تربية صيصان الدجاج لإنتاج الدجاج اللاحم"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0146","تربية الدواجن","014612","تربية وإنتاج أمهات الدجاج البياض وتشغيل مفارخها","تربية الدجاج لإنتاج صوص بياض."
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0146","تربية الدواجن","014613","تربية وإنتاج جدات أمهات الدجاج البياض وتشغيل مفارخها","تربية الدجاج لإنتاج أمهات بيض المائدة."
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0146","تربية الدواجن","014614","تربية وإنتاج جدات أمهات الدجاج اللاحم وتشغيل مفارخها","تربية الدجاج لإنتاج أمهات دجاج لاحم."
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0146","تربية الدواجن","014615","إنتاج البيض","تفقيس البيض المخصب لإنتاج صيصان الدجاج اللاحم والبياض"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0146","تربية الدواجن","014616","تربية الحمام","تربية الحمام لإنتاج اللحم"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0146","تربية الدواجن","014617","إنتاج الدجاج اللاحم","تربية أنواع الدجاج المختصة باللحم بغرض الاستفادة التجارية من إنتاج اللحم والأعضاء وبيعها كمنتج تجاري وبجميع صورها: 1-النظام المغلق. 2-النظام المفتوح. 3- الإنتاج العضوي"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0149","تربية الحيوانات الاخرى","014901","تربية النحل وأنتاج العسل ( المناحل )","تربية النحل في خلايا على أراضي مملوكة أو مؤجرة لإنتاج العسل (الموقع ثابت)"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0149","تربية الحيوانات الاخرى","014902","تربية النعام","تربية النعام لإنتاج اللحم والبيض"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0149","تربية الحيوانات الاخرى","014903","تربية الأرانب","تربية الأرانب لأنتاج اللحم"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0149","تربية الحيوانات الاخرى","014904","تربية واستيلاد الحيوانات الأليفة ، يشمل ( القطط ، الكلاب ، الطيور )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","014","الإنتاج الحيواني","0149","تربية الحيوانات الاخرى","014905","تربية السمان (الفري)","تريبة طيور السمان لإنتاج اللحم"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","015","الزراعة المختلطة ( إنتاج مختلط بين المحاصيل والحيوانات بدون إنتاج متخصص في المحاصيل والحيوانات )","0150","الزراعة المختلطة ( إنتاج مختلط بين المحاصيل والحيوانات بدون إنتاج متخصص في المحاصيل والحيوانات )","015000","الزراعة المختلطة ( إنتاج مختلط بين المحاصيل والحيوانات بدون إنتاج متخصص في المحاصيل والحيوانات )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0161","أنشطة الدعم لإنتاج المحاصيل","016101","الخدمات الزراعية ، يشمل ( تهيئة الحقول , معالجة المحاصيل, الحصاد والخدمات الزراعية الأخرى )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0161","أنشطة الدعم لإنتاج المحاصيل","016102","تأجير المعدات الزراعية التي يشغلها عامل",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0161","أنشطة الدعم لإنتاج المحاصيل","016103","مشروعات الري ( تشغيل نظم الري للمشروعات الزراعية )",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0161","أنشطة الدعم لإنتاج المحاصيل","016104","تركيب البيوت الزراعية",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0161","أنشطة الدعم لإنتاج المحاصيل","016105","أنشطة شركات توثيق المنتجات الزراعية العضوية","أعمال التفتيش على وحدات الإنتاج والمزارع العضوية للتحقق من تطبيقها معايير واشتراطات زراعة وتصنيع الاغذية العضوية، وعلى أثر ذلك يتم توثيق جميع المنتجات الغذائية التي تتوافق مع المعايير وإصدار شهادة توثيق لها تثبت صفتها العضوية."
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0161","أنشطة الدعم لإنتاج المحاصيل","016106","الرش الزراعي الجوي","توفير الخدمات الجوية المتخصصة لرش المبيدات الزراعية وما إلى ذلك"
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0162","أنشطة الدعم للإنتاج الحيواني","016200","أنشطة الدعم للإنتاج الحيواني",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0163","أنشطة محاصيل بعد الحصاد","016300","أنشطة محاصيل بعد الحصاد",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","016","أنشطة دعم زراعة وأنشطة المحاصيل بعد الحصاد","0164","معالجة البذور للتكاثر","016400","معالجة البذور للتكاثر",
"A","الزراعة والحراجة وصيد الأسماك","01","أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة","017","الصيد والقنص وأنشطة الخدمات المتصلة","0170","الصيد والقنص وأنشطة الخدمات المتصلة","017000","الصيد والقنص وأنشطة الخدمات المتصلة",
"A","الزراعة والحراجة وصيد الأسماك","02","الحراجة وقطع الأخشاب","022","قطع الأشجار","0220","قطع الأشجار","022001","جمع وإنتاج الحطب",
"A","الزراعة والحراجة وصيد الأسماك","02","الحراجة وقطع الأخشاب","022","قطع الأشجار","0220","قطع الأشجار","022002","إنتاج الفحم في الأحراج (باستخدام الطرق التقليدية)",
"A","الزراعة والحراجة وصيد الأسماك","02","الحراجة وقطع الأخشاب","022","قطع الأشجار","0220","قطع الأشجار","022003","جمع وتقطيع المخلفات الشجرية","تقطيع الاخشاب و المخلفات الشجرية الناتجة عن اعمال تقليم وصيانة الأشجار والشجيرات لتحضير الحطب"
"A","الزراعة والحراجة وصيد الأسماك","02","الحراجة وقطع الأخشاب","023","جمع منتجات الأحراج غير الخشبية","0230","جمع منتجات الأحراج غير الخشبية","023001","جمع اللبان",
"A","الزراعة والحراجة وصيد الأسماك","02","الحراجة وقطع الأخشاب","023","جمع منتجات الأحراج غير الخشبية","0230","جمع منتجات الأحراج غير الخشبية","023002","جمع الفطر والكمأ",
"A","الزراعة والحراجة وصيد الأسماك","02","الحراجة وقطع الأخشاب","024","خدمات الدعم للحراجة","0240","خدمات الدعم للحراجة","024000","خدمات الدعم للحراجة",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","031","صيد الأسماك","0311","صيد الأسماك البحرية","031111","صيد الأسماك البحرية",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","031","صيد الأسماك","0311","صيد الأسماك البحرية","031112","صيد الأحياء البحرية في المياه الدولية","تقدّم هذه الخدمة للصيّادين الراغبين في الحصول على رخصة صيد أحياء بحرية لا تشمل الأسماك والربيان."
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","031","صيد الأسماك","0311","صيد الأسماك البحرية","031113","الصيد الراجل للأسماك",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","031","صيد الأسماك","0311","صيد الأسماك البحرية","031114","صيد الأحياء البحرية ( للمستثمر )",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","031","صيد الأسماك","0311","صيد الأسماك البحرية","031115","الصيد الحرفي للأسماك",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","031","صيد الأسماك","0311","صيد الأسماك البحرية","031116","صيد الأحياء البحرية",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","031","صيد الأسماك","0312","صيد أسماك المياه العذبة","031200","صيد أسماك المياه العذبة",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","032","تربية المائيات","0321","تربية المائيات البحرية","032101","استزراع الأحياء المائية في المياه البحرية",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","032","تربية المائيات","0321","تربية المائيات البحرية","032102","تشغيل أحواض تفريخ الأسماك في البحار",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","032","تربية المائيات","0321","تربية المائيات البحرية","032103","استزراع الربيان في البحار",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","032","تربية المائيات","0322","تربية المائيات في المياه العذبة","032201","استزراع الأحياء المائية في المياه العذبة",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","032","تربية المائيات","0322","تربية المائيات في المياه العذبة","032202","تشغيل احواض تفريخ الاسماك في المياه العذبة",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","032","تربية المائيات","0322","تربية المائيات في المياه العذبة","032203","استزراع الربيان في المياه العذبة",
"A","الزراعة والحراجة وصيد الأسماك","03","صيد الأسماك وتربية المائيات","032","تربية المائيات","0322","تربية المائيات في المياه العذبة","032204","تربية أسماك الزينة في المياه العذبة",
"B","التعدين واستغلال المحاجر","05","تعدين الفحم والليغنيت","051","تعدين الفحم القاسي ( الأنفراثيت )","0510","تعدين الفحم القاسي ( الأنفراثيت )","051001","تعدين الفحم الصلب",
"B","التعدين واستغلال المحاجر","05","تعدين الفحم والليغنيت","051","تعدين الفحم القاسي ( الأنفراثيت )","0510","تعدين الفحم القاسي ( الأنفراثيت )","051002","تنظيف وسحق وتحجيم وضغط الفحم",
"B","التعدين واستغلال المحاجر","05","تعدين الفحم والليغنيت","052","تعدين الليغنيت","0520","تعدين الليغنيت","052001","غسيل اللغنيت وتجفيفه وسحقه",
"B","التعدين واستغلال المحاجر","06","استخراج النفط الخام والغاز الطبيعي","061","استخراج النفط الخام","0610","استخراج النفط الخام","061000","استخراج النفط الخام",
"B","التعدين واستغلال المحاجر","06","استخراج النفط الخام والغاز الطبيعي","062","استخراج الغاز الطبيعي","0620","استخراج الغاز الطبيعي","062000","استخراج الغاز الطبيعي",
"B","التعدين واستغلال المحاجر","07","تعدين ركازات الفلزات","072","تعدين ركازات الفلزات غير الحديدية","0721","تعدين ركازات اليورانيوم والثوريوم","072100","تعدين ركازات اليورانيوم والثوريوم",
"B","التعدين واستغلال المحاجر","07","تعدين ركازات الفلزات","072","تعدين ركازات الفلزات غير الحديدية","0729","تعدين ركازات الفلزات غير الحديدية الأخرى","072901","تعدين خامات المعادن غير الحديدية ، يشمل ( الألمنيوم والنحاس والرصاص )",
"B","التعدين واستغلال المحاجر","07","تعدين ركازات الفلزات","072","تعدين ركازات الفلزات غير الحديدية","0729","تعدين ركازات الفلزات غير الحديدية الأخرى","072902","تعدين خامات المعادن الثمينة المنتمية الى مجموعة الذهب والفضة والبلاتين",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","081","استغلال المحاجر لاستخراج الأحجار والرمال والطّفل","0810","استغلال المحاجر لاستخراج الأحجار والرمال والطّفل","081001","تشغيل المحاجر",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","081","استغلال المحاجر لاستخراج الأحجار والرمال والطّفل","0810","استغلال المحاجر لاستخراج الأحجار والرمال والطّفل","081002","تعدين الجبس والانهيدريت",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","081","استغلال المحاجر لاستخراج الأحجار والرمال والطّفل","0810","استغلال المحاجر لاستخراج الأحجار والرمال والطّفل","081003","تشغيل مناجم الرمال أو الحصباء ، يشمل ( الكسارات )",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","089","أنشطة التعدين واستغلال المحاجر غير المصنّفة في موضع آخر","0891","تعدين المعادن الكيميائية و معادن الأسمدة","089101","استخراج الاسمدة الطبيعية ، يشمل ( الفوسفات الطبيعي وأملاح البوتاسيوم الطبيعية )",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","089","أنشطة التعدين واستغلال المحاجر غير المصنّفة في موضع آخر","0891","تعدين المعادن الكيميائية و معادن الأسمدة","089102","تعدين المعادن المحتوية على النتروجين والبوتاسيوم",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","089","أنشطة التعدين واستغلال المحاجر غير المصنّفة في موضع آخر","0891","تعدين المعادن الكيميائية و معادن الأسمدة","089103","تعدين الكبريت والخامات المحتوية على الباريوم",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","089","أنشطة التعدين واستغلال المحاجر غير المصنّفة في موضع آخر","0892","استخراج الخث ( أحد أنواع الفحم يتكون من نباتات متفحمة في باطن الأرض )","089200","استخراج الخث ( أحد أنواع الفحم يتكون من نباتات متفحمة في باطن الأرض )",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","089","أنشطة التعدين واستغلال المحاجر غير المصنّفة في موضع آخر","0893","استخراج الملح","089300","استخراج الملح",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","089","أنشطة التعدين واستغلال المحاجر غير المصنّفة في موضع آخر","0899","أنشطة التعدين واستغلال المحاجر الأخرى غير المصنّفة في موضع آخر","089901","التعدين باستغلال المحاجر للحصول على الاسفلت والقار والبيوتمين الصلب الطبيعي",
"B","التعدين واستغلال المحاجر","08","الأنشطة الأخرى للتعدين واستغلال المحاجر","089","أنشطة التعدين واستغلال المحاجر غير المصنّفة في موضع آخر","0899","أنشطة التعدين واستغلال المحاجر الأخرى غير المصنّفة في موضع آخر","089902","التعدين باستغلال المحاجر للحصول على الاحجار الكريمة، الكوارتز ، الميكا.",
"B","التعدين واستغلال المحاجر","09","أنشطة خدمات دعم التعدين","091","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","0910","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","091001","حفر آبار النفط",
"B","التعدين واستغلال المحاجر","09","أنشطة خدمات دعم التعدين","091","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","0910","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","091002","حفر آبار الغاز الطبيعي",
"B","التعدين واستغلال المحاجر","09","أنشطة خدمات دعم التعدين","091","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","0910","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","091003","الخدمات المتصلة باستخراج النفط باستثناء خدمات المسح",
"B","التعدين واستغلال المحاجر","09","أنشطة خدمات دعم التعدين","091","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","0910","أنشطة الدعم لاستخراج النفط والغاز الطبيعي","091004","الخدمات المتصلة باستخراج الغاز الطبيعي باستثناء خدمات المسح",
"B","التعدين واستغلال المحاجر","09","أنشطة خدمات دعم التعدين","099","أنشطة دعم الأعمال الأخرى للتعدين واستغلال المحاجر","0990","أنشطة دعم الأعمال الأخرى للتعدين واستغلال المحاجر","099011","الحفر الاختباري المتعلق بالاستكشافات المعدنية والفلزات الثمينة",
"C","الصناعة التحويلية","10","صُنع المنتجات الغذائية","101","تجهيز وحفظ اللحوم","1010","تجهيز وحفظ اللحوم","101011","تشغيل المجازر ( ذبح وتهيئة لحوم المواشي )",
